264.185, 130.313, 8.183, 13.167 False
263.913, 130.291, 8.183, 13.200 False
263.642, 130.269, 8.185, 13.233 False
263.369, 130.248, 8.186, 13.266 False
263.097, 130.227, 8.188, 13.299 False
262.825, 130.207, 8.188, 13.332 False
262.553, 130.187, 8.189, 13.365 False
262.281, 130.168, 8.190, 13.398 False
262.008, 130.149, 8.190, 13.431 False
261.736, 130.131, 8.191, 13.464 False
261.463, 130.113, 8.191, 13.497 False
261.191, 130.096, 8.189, 13.530 False
260.919, 130.079, 8.189, 13.563 False
260.646, 130.062, 8.189, 13.596 False
260.374, 130.046, 8.191, 13.629 False
260.101, 130.031, 8.192, 13.662 False
259.828, 130.015, 8.193, 13.695 False
259.556, 130.000, 8.194, 13.728 False
259.283, 129.986, 8.194, 13.761 False
259.010, 129.972, 8.195, 13.794 False
258.737, 129.958, 8.194, 13.827 False
258.464, 129.945, 8.194, 13.860 False
258.192, 129.932, 8.193, 13.893 False
257.919, 129.919, 8.194, 13.926 False
257.646, 129.907, 8.194, 13.959 False
257.373, 129.895, 8.194, 13.992 False
257.100, 129.883, 8.194, 14.025 False
256.827, 129.872, 8.194, 14.058 False
256.554, 129.861, 8.195, 14.091 False
256.281, 129.850, 8.194, 14.124 False
256.009, 129.839, 8.194, 14.157 False
255.736, 129.829, 8.195, 14.190 False
255.463, 129.819, 8.195, 14.223 False
255.190, 129.810, 8.194, 14.256 False
254.917, 129.800, 8.194, 14.289 False
254.644, 129.791, 8.195, 14.322 False
254.371, 129.782, 8.196, 14.355 False
254.098, 129.774, 8.195, 14.388 False
253.825, 129.765, 8.194, 14.421 False
253.551, 129.757, 8.195, 14.454 False
253.278, 129.749, 8.196, 14.487 False
253.005, 129.742, 8.195, 14.520 False
252.732, 129.734, 8.195, 14.553 False
252.459, 129.727, 8.196, 14.586 False
252.186, 129.720, 8.197, 14.619 False
251.913, 129.713, 8.196, 14.652 False
251.640, 129.706, 8.195, 14.685 False
251.367, 129.700, 8.196, 14.718 False
251.093, 129.694, 8.198, 14.751 False
250.820, 129.687, 8.200, 14.784 False
250.547, 129.682, 8.200, 14.817 False
250.274, 129.676, 8.196, 14.850 False
250.001, 129.670, 8.194, 14.883 False
249.728, 129.665, 8.195, 14.916 False
249.454, 129.659, 8.197, 14.949 False
249.181, 129.654, 8.197, 14.982 False
248.908, 129.649, 8.197, 15.015 False
248.635, 129.645, 8.198, 15.048 False
248.361, 129.640, 8.201, 15.081 False
248.088, 129.635, 8.203, 15.114 False
247.815, 129.631, 8.205, 15.147 False
247.541, 129.627, 8.206, 15.180 False
247.268, 129.622, 8.206, 15.213 False
246.994, 129.618, 8.202, 15.246 False
246.721, 129.614, 8.201, 15.279 False
246.447, 129.611, 8.202, 15.312 False
246.174, 129.607, 8.204, 15.345 False
245.900, 129.603, 8.206, 15.378 False
245.627, 129.600, 8.208, 15.411 False
245.353, 129.596, 8.209, 15.444 False
245.080, 129.593, 8.210, 15.477 False
244.806, 129.590, 8.211, 15.510 False
244.532, 129.587, 8.211, 15.543 False
244.259, 129.584, 8.212, 15.576 False
243.985, 129.581, 8.212, 15.609 False
243.711, 129.578, 8.210, 15.642 False
243.438, 129.575, 8.210, 15.675 False
243.164, 129.573, 8.210, 15.708 False
242.890, 129.570, 8.211, 15.741 False
242.617, 129.568, 8.211, 15.774 False
242.343, 129.565, 8.210, 15.807 False
242.069, 129.563, 8.211, 15.840 False
241.796, 129.561, 8.212, 15.873 False
241.522, 129.558, 8.211, 15.906 False
