-182.254, 76.671, 2.930,  1.765
-182.233, 76.576, 2.931,  1.798
-182.211, 76.479, 2.963,  1.831
-182.191, 76.381, 3.014,  1.864
-182.170, 76.281, 3.041,  1.897
-182.151, 76.182, 3.009,  1.930
-182.132, 76.084, 2.960,  1.963
-182.114, 75.988, 2.918,  1.996
-182.096, 75.894, 2.879,  2.029
-182.079, 75.800, 2.855,  2.062
-182.062, 75.706, 2.856,  2.095
-182.045, 75.612, 2.889,  2.128
-182.029, 75.515, 2.940,  2.161
-182.013, 75.417, 2.965,  2.194
-181.998, 75.320, 2.931,  2.227
-181.983, 75.224, 2.883,  2.260
-181.969, 75.130, 2.843,  2.293
-181.955, 75.038, 2.805,  2.326
-181.941, 74.946, 2.783,  2.359
-181.928, 74.854, 2.788,  2.392
-181.914, 74.761, 2.825,  2.425
-181.901, 74.666, 2.882,  2.458
-181.889, 74.569, 2.915,  2.491
-181.876, 74.473, 2.890,  2.524
-181.865, 74.378, 2.847,  2.557
-181.853, 74.285, 2.812,  2.590
-181.842, 74.193, 2.777,  2.623
-181.831, 74.102, 2.756,  2.656
-181.820, 74.010, 2.762,  2.689
-181.810, 73.918, 2.797,  2.722
-181.800, 73.823, 2.851,  2.755
-181.789, 73.727, 2.877,  2.788
-181.780, 73.633, 2.843,  2.821
-181.770, 73.539, 2.799,  2.854
-181.761, 73.447, 2.776,  2.887
-181.752, 73.356, 2.765,  2.920
-181.743, 73.264, 2.775,  2.953
-181.735, 73.171, 2.797,  2.986
-181.726, 73.077, 2.820,  3.019
-181.718, 72.983, 2.821,  3.052
-181.710, 72.890, 2.806,  3.085
-181.702, 72.797, 2.793,  3.118
-181.695, 72.704, 2.789,  3.151
-181.687, 72.611, 2.793,  3.184
-181.680, 72.518, 2.809,  3.217
-181.673, 72.424, 2.824,  3.250
-181.666, 72.330, 2.816,  3.283
-181.659, 72.237, 2.791,  3.316
-181.653, 72.145, 2.767,  3.349
-181.646, 72.053, 2.759,  3.382
-181.640, 71.961, 2.779,  3.415
-181.634, 71.868, 2.819,  3.448
-181.628, 71.773, 2.836,  3.481
-181.622, 71.678, 2.834,  3.514
-181.616, 71.585, 2.813,  3.547
-181.611, 71.492, 2.784,  3.580
-181.606, 71.400, 2.764,  3.613
-181.600, 71.308, 2.765,  3.646
-181.595, 71.215, 2.795,  3.679
-181.590, 71.121, 2.846,  3.712
-181.585, 71.024, 2.887,  3.745
-181.580, 70.928, 2.881,  3.778
-181.575, 70.833, 2.858,  3.811
-181.571, 70.738, 2.833,  3.844
-181.566, 70.645, 2.808,  3.877
-181.562, 70.552, 2.797,  3.910
-181.558, 70.458, 2.809,  3.943
-181.553, 70.364, 2.835,  3.976
-181.549, 70.269, 2.854,  4.009
-181.545, 70.174, 2.856,  4.042
-181.541, 70.079, 2.851,  4.075
-181.538, 69.984, 2.857,  4.108
-181.534, 69.888, 2.873,  4.141
-181.530, 69.792, 2.878,  4.174
-181.527, 69.697, 2.868,  4.207
-181.523, 69.601, 2.861,  4.240
-181.520, 69.506, 2.865,  4.273
-181.517, 69.410, 2.886,  4.306
-181.513, 69.313, 2.910,  4.339
-181.510, 69.216, 2.906,  4.372
-181.507, 69.120, 2.885,  4.405
-181.504, 69.024, 2.860,  4.438
-181.501, 68.930, 2.846,  4.471
-181.498, 68.835, 2.856,  4.504
-181.496, 68.739, 2.892,  4.537
-181.493, 68.641, 2.938,  4.570
-181.490, 68.542, 2.954,  4.603
-181.488, 68.444, 2.954,  4.636
-181.485, 68.345, 2.949,  4.669
-181.483, 68.247, 2.950,  4.702
-181.480, 68.148, 2.959,  4.735
-181.478, 68.050, 2.965,  4.768
-181.475, 67.951, 2.972,  4.801
-181.473, 67.852, 2.978,  4.834
-181.471, 67.752, 2.982,  4.867
-181.469, 67.653, 2.992,  4.900
-181.467, 67.553, 3.002,  4.933
-181.465, 67.452, 3.004,  4.966
-181.463, 67.352, 3.003,  4.999
-181.461, 67.252, 3.008,  5.032
-181.459, 67.152, 3.017,  5.065
-181.457, 67.051, 3.031,  5.098
-181.455, 66.949, 3.040,  5.131
-181.454, 66.848, 3.042,  5.164
-181.452, 66.747, 3.044,  5.197
-181.450, 66.645, 3.052,  5.230
-181.449, 66.543, 3.061,  5.263
-181.447, 66.441, 3.072,  5.296
-181.445, 66.338, 3.079,  5.329
-181.444, 66.235, 3.083,  5.362
-181.442, 66.132, 3.092,  5.395
-181.441, 66.029, 3.105,  5.428
-181.440, 65.925, 3.109,  5.461
-181.438, 65.822, 3.111,  5.494
-181.437, 65.718, 3.116,  5.527
-181.436, 65.614, 3.126,  5.560
-181.434, 65.509, 3.141,  5.593
-181.433, 65.404, 3.150,  5.626
-181.432, 65.299, 3.154,  5.659
-181.431, 65.194, 3.158,  5.692
-181.430, 65.089, 3.168,  5.725
-181.428, 64.983, 3.177,  5.758
-181.427, 64.877, 3.187,  5.791
-181.426, 64.770, 3.195,  5.824
-181.425, 64.663, 3.202,  5.857
-181.424, 64.556, 3.213,  5.890
-181.423, 64.449, 3.225,  5.923
-181.422, 64.341, 3.229,  5.956
-181.421, 64.234, 3.231,  5.989
-181.421, 64.126, 3.238,  6.022
-181.420, 64.018, 3.251,  6.055
-181.419, 63.909, 3.266,  6.088
-181.418, 63.800, 3.275,  6.121
-181.417, 63.690, 3.281,  6.154
-181.416, 63.581, 3.290,  6.187
-181.416, 63.471, 3.302,  6.220
-181.415, 63.360, 3.310,  6.253
-181.414, 63.250, 3.315,  6.286
-181.413, 63.139, 3.325,  6.319
-181.413, 63.028, 3.335,  6.352
-181.412, 62.917, 3.346,  6.385
-181.411, 62.805, 3.356,  6.418
-181.411, 62.693, 3.365,  6.451
-181.410, 62.580, 3.376,  6.484
-181.410, 62.468, 3.387,  6.517
-181.409, 62.355, 3.395,  6.550
-181.408, 62.241, 3.405,  6.583
-181.408, 62.127, 3.415,  6.616
-181.407, 62.013, 3.424,  6.649
-181.407, 61.899, 3.435,  6.682
-181.406, 61.784, 3.447,  6.715
-181.406, 61.669, 3.456,  6.748
-181.405, 61.554, 3.464,  6.781
-181.405, 61.438, 3.474,  6.814
-181.405, 61.322, 3.484,  6.847
-181.404, 61.205, 3.495,  6.880
-181.404, 61.089, 3.508,  6.913
-181.403, 60.971, 3.517,  6.946
-181.403, 60.854, 3.525,  6.979
-181.403, 60.736, 3.535,  7.012
-181.402, 60.618, 3.546,  7.045
-181.402, 60.500, 3.560,  7.078
-181.401, 60.381, 3.572,  7.111
-181.401, 60.261, 3.581,  7.144
-181.401, 60.142, 3.590,  7.177
-181.401, 60.022, 3.602,  7.210
-181.400, 59.901, 3.613,  7.243
-181.400, 59.781, 3.624,  7.276
-181.400, 59.659, 3.635,  7.309
-181.399, 59.538, 3.645,  7.342
-181.399, 59.416, 3.657,  7.375
-181.399, 59.294, 3.669,  7.408
-181.399, 59.171, 3.680,  7.441
-181.398, 59.048, 3.692,  7.474
-181.398, 58.925, 3.703,  7.507
-181.398, 58.801, 3.713,  7.540
-181.398, 58.677, 3.726,  7.573
-181.398, 58.553, 3.740,  7.606
-181.397, 58.428, 3.750,  7.639
-181.397, 58.303, 3.759,  7.672
-181.397, 58.177, 3.770,  7.705
-181.397, 58.051, 3.783,  7.738
-181.397, 57.925, 3.797,  7.771
-181.397, 57.798, 3.808,  7.804
-181.396, 57.671, 3.819,  7.837
-181.396, 57.543, 3.833,  7.870
-181.396, 57.415, 3.847,  7.903
-181.396, 57.286, 3.858,  7.936
-181.396, 57.157, 3.867,  7.969
-181.396, 57.028, 3.879,  8.002
-181.396, 56.899, 3.892,  8.035
-181.395, 56.768, 3.906,  8.068
-181.395, 56.638, 3.918,  8.101
-181.395, 56.507, 3.929,  8.134
-181.395, 56.376, 3.942,  8.167
-181.395, 56.244, 3.956,  8.200
-181.395, 56.112, 3.968,  8.233
-181.395, 55.979, 3.980,  8.266
-181.395, 55.846, 3.992,  8.299
-181.395, 55.713, 4.005,  8.332
-181.395, 55.579, 4.020,  8.365
-181.395, 55.445, 4.033,  8.398
-181.395, 55.310, 4.044,  8.431
-181.394, 55.175, 4.057,  8.464
-181.394, 55.039, 4.071,  8.497
-181.394, 54.903, 4.084,  8.530
-181.394, 54.767, 4.095,  8.563
-181.394, 54.630, 4.106,  8.596
-181.394, 54.493, 4.121,  8.629
-181.394, 54.355, 4.138,  8.662
-181.394, 54.217, 4.150,  8.695
-181.394, 54.078, 4.157,  8.728
-181.394, 53.939, 4.167,  8.761
-181.394, 53.800, 4.185,  8.794
-181.394, 53.660, 4.206,  8.827
-181.394, 53.519, 4.221,  8.860
-181.394, 53.378, 4.231,  8.893
-181.394, 53.237, 4.241,  8.926
-181.394, 53.095, 4.255,  8.959
-181.394, 52.953, 4.271,  8.992
-181.394, 52.810, 4.286,  9.025
-181.394, 52.667, 4.299,  9.058
-181.394, 52.524, 4.312,  9.091
-181.394, 52.379, 4.328,  9.124
-181.394, 52.235, 4.345,  9.157
-181.394, 52.090, 4.358,  9.190
-181.394, 51.944, 4.368,  9.223
-181.394, 51.798, 4.380,  9.256
-181.394, 51.652, 4.397,  9.289
-181.394, 51.505, 4.414,  9.322
-181.394, 51.357, 4.428,  9.355
-181.394, 51.209, 4.441,  9.388
-181.394, 51.061, 4.456,  9.421
-181.394, 50.912, 4.473,  9.454
-181.394, 50.762, 4.487,  9.487
-181.394, 50.613, 4.499,  9.520
-181.394, 50.462, 4.512,  9.553
-181.394, 50.312, 4.528,  9.586
-181.394, 50.160, 4.544,  9.619
-181.394, 50.008, 4.560,  9.652
-181.394, 49.856, 4.575,  9.685
-181.394, 49.703, 4.588,  9.718
-181.394, 49.550, 4.603,  9.751
-181.394, 49.396, 4.618,  9.784
-181.394, 49.242, 4.634,  9.817
-181.394, 49.087, 4.649,  9.850
-181.394, 48.931, 4.664,  9.883
-181.394, 48.776, 4.680,  9.916
-181.394, 48.619, 4.697,  9.949
-181.394, 48.462, 4.712,  9.982
-181.394, 48.305, 4.725, 10.015
-181.394, 48.147, 4.740, 10.048
-181.394, 47.988, 4.757, 10.081
-181.394, 47.829, 4.775, 10.114
-181.394, 47.670, 4.790, 10.147
-181.394, 47.510, 4.806, 10.180
-181.394, 47.349, 4.821, 10.213
-181.394, 47.188, 4.838, 10.246
-181.394, 47.026, 4.854, 10.279
-181.394, 46.864, 4.869, 10.312
-181.394, 46.702, 4.884, 10.345
-181.394, 46.538, 4.901, 10.378
-181.394, 46.374, 4.919, 10.411
-181.394, 46.210, 4.935, 10.444
-181.394, 46.045, 4.950, 10.477
-181.394, 45.880, 4.967, 10.510
-181.394, 45.714, 4.985, 10.543
-181.394, 45.547, 5.000, 10.576
-181.394, 45.380, 5.014, 10.609
-181.394, 45.213, 5.030, 10.642
-181.394, 45.045, 5.047, 10.675
-181.394, 44.876, 5.066, 10.708
-181.394, 44.707, 5.084, 10.741
-181.394, 44.537, 5.101, 10.774
-181.394, 44.366, 5.112, 10.807
-181.394, 44.196, 5.115, 10.840
-181.394, 44.026, 5.107, 10.873
-181.394, 43.856, 5.102, 10.906
-181.394, 43.685, 5.115, 10.939
-181.394, 43.514, 5.146, 10.972
-181.394, 43.341, 5.193, 11.005
-181.394, 43.167, 5.246, 11.038
-181.394, 42.990, 5.288, 11.071
-181.394, 42.814, 5.289, 11.104
-181.394, 42.638, 5.272, 11.137
-181.394, 42.463, 5.262, 11.170
-181.393, 42.288, 5.248, 11.203
-181.393, 42.114, 5.237, 11.236
-181.393, 41.939, 5.238, 11.269
-181.393, 41.764, 5.257, 11.302
-181.393, 41.588, 5.293, 11.335
-181.393, 41.410, 5.348, 11.368
-181.393, 41.230, 5.419, 11.401
-181.393, 41.047, 5.493, 11.434
-181.393, 40.862, 5.547, 11.467
-181.393, 40.676, 5.546, 11.500
-181.393, 40.493, 5.501, 11.533
-181.393, 40.311, 5.477, 11.566
-181.393, 40.129, 5.453, 11.599
-181.393, 39.948, 5.433, 11.632
-181.393, 39.768, 5.425, 11.665
-181.393, 39.587, 5.434, 11.698
-181.393, 39.405, 5.461, 11.731
-181.393, 39.222, 5.506, 11.764
-181.393, 39.036, 5.570, 11.797
-181.392, 38.848, 5.654, 11.830
-181.392, 38.656, 5.750, 11.863
-181.392, 38.462, 5.817, 11.896
-181.392, 38.268, 5.833, 11.929
-181.392, 38.073, 5.832, 11.962
-181.392, 37.879, 5.822, 11.995
-181.392, 37.686, 5.800, 12.028
-181.392, 37.494, 5.776, 12.061
-181.392, 37.302, 5.756, 12.094
-181.392, 37.111, 5.751, 12.127
-181.392, 36.919, 5.763, 12.160
-181.392, 36.726, 5.794, 12.193
-181.391, 36.531, 5.843, 12.226
-181.391, 36.335, 5.909, 12.259
-181.391, 36.136, 5.969, 12.292
-181.391, 35.935, 6.007, 12.325
-181.391, 35.734, 6.033, 12.358
-181.391, 35.533, 6.032, 12.391
-181.391, 35.333, 6.016, 12.424
-181.391, 35.133, 5.998, 12.457
-181.390, 34.934, 5.986, 12.490
-181.390, 34.734, 5.991, 12.523
-181.390, 34.534, 6.013, 12.556
-181.390, 34.332, 6.055, 12.589
-181.390, 34.129, 6.115, 12.622
-181.390, 33.922, 6.194, 12.655
-181.390, 33.713, 6.269, 12.688
-181.389, 33.503, 6.314, 12.721
-181.389, 33.292, 6.315, 12.754
-181.389, 33.083, 6.277, 12.787
-181.389, 32.875, 6.231, 12.820
-181.389, 32.669, 6.181, 12.853
-181.389, 32.465, 6.138, 12.886
-181.389, 32.261, 6.111, 12.919
-181.388, 32.058, 6.104, 12.952
-181.388, 31.854, 6.117, 12.985
-181.388, 31.650, 6.148, 13.018
-181.388, 31.443, 6.198, 13.051
-181.388, 31.234, 6.268, 13.084
-181.387, 31.022, 6.362, 13.117
-181.387, 30.807, 6.466, 13.150
-181.387, 30.588, 6.550, 13.183
-181.387, 30.368, 6.601, 13.216
-181.387, 30.147, 6.633, 13.249
-181.386, 29.927, 6.620, 13.282
-181.386, 29.707, 6.585, 13.315
-181.386, 29.489, 6.537, 13.348
-181.386, 29.273, 6.491, 13.381
-181.386, 29.058, 6.459, 13.414
-181.385, 28.844, 6.450, 13.447
-181.385, 28.629, 6.460, 13.480
-181.385, 28.412, 6.489, 13.513
-181.385, 28.195, 6.534, 13.546
-181.384, 27.975, 6.600, 13.579
-181.384, 27.752, 6.683, 13.612
-181.384, 27.527, 6.774, 13.645
-181.384, 27.298, 6.857, 13.678
-181.383, 27.067, 6.934, 13.711
-181.383, 26.835, 6.975, 13.744
-181.383, 26.602, 6.975, 13.777
-181.383, 26.370, 6.975, 13.810
-181.382, 26.138, 6.971, 13.843
-181.382, 25.906, 6.975, 13.876
-181.382, 25.673, 6.998, 13.909
-181.381, 25.439, 7.039, 13.942
-181.381, 25.203, 7.092, 13.975
-181.381, 24.965, 7.145, 14.008
-181.381, 24.725, 7.175, 14.041
-181.380, 24.487, 7.170, 14.074
-181.380, 24.248, 7.154, 14.107
-181.380, 24.011, 7.137, 14.140
-181.379, 23.773, 7.131, 14.173
-181.379, 23.536, 7.144, 14.206
-181.379, 23.297, 7.177, 14.239
-181.378, 23.056, 7.226, 14.272
-181.378, 22.813, 7.287, 14.305
-181.378, 22.569, 7.338, 14.338
-181.377, 22.323, 7.367, 14.371
-181.377, 22.077, 7.385, 14.404
-181.376, 21.831, 7.403, 14.437
-181.376, 21.583, 7.432, 14.470
-181.376, 21.335, 7.465, 14.503
-181.375, 21.085, 7.494, 14.536
-181.375, 20.835, 7.513, 14.569
-181.375, 20.584, 7.532, 14.602
-181.374, 20.332, 7.562, 14.635
-181.374, 20.079, 7.600, 14.668
-181.373, 19.825, 7.633, 14.701
-181.373, 19.570, 7.646, 14.734
-181.373, 19.316, 7.644, 14.767
-181.372, 19.061, 7.642, 14.800
-181.372, 18.806, 7.652, 14.833
-181.371, 18.551, 7.680, 14.866
-181.371, 18.293, 7.724, 14.899
-181.370, 18.034, 7.778, 14.932
-181.370, 17.774, 7.827, 14.965
-181.369, 17.512, 7.868, 14.998
-181.369, 17.249, 7.884, 15.031
-181.369, 16.986, 7.870, 15.064
-181.368, 16.725, 7.841, 15.097
-181.368, 16.465, 7.814, 15.130
-181.367, 16.205, 7.799, 15.163
-181.367, 15.945, 7.806, 15.196
-181.366, 15.685, 7.833, 15.229
-181.366, 15.422, 7.875, 15.262
-181.365, 15.158, 7.929, 15.295
-181.365, 14.892, 7.994, 15.328
-181.364, 14.623, 8.068, 15.361
-181.364, 14.352, 8.146, 15.394
-181.363, 14.078, 8.208, 15.427
-181.363, 13.804, 8.240, 15.460
-181.362, 13.528, 8.263, 15.493
-181.361, 13.253, 8.274, 15.526
-181.361, 12.977, 8.286, 15.559
-181.360, 12.700, 8.305, 15.592
-181.360, 12.423, 8.339, 15.625
-181.359, 12.144, 8.383, 15.658
-181.359, 11.863, 8.427, 15.691
-181.358, 11.581, 8.458, 15.724
-181.357, 11.299, 8.476, 15.757
-181.357, 11.016, 8.482, 15.790
-181.356, 10.734, 8.488, 15.823
-181.356, 10.451, 8.506, 15.856
-181.355, 10.166, 8.540, 15.889
-181.354, 9.880, 8.586, 15.922
-181.354, 9.593, 8.638, 15.955
-181.353, 9.304, 8.679, 15.988
-181.352, 9.014, 8.694, 16.021
-181.352, 8.724, 8.696, 16.054
-181.351, 8.434, 8.698, 16.087
-181.350, 8.144, 8.714, 16.120
-181.350, 7.853, 8.745, 16.153
-181.349, 7.560, 8.788, 16.186
-181.348, 7.266, 8.842, 16.219
-181.348, 6.969, 8.903, 16.252
-181.347, 6.671, 8.951, 16.285
-181.346, 6.372, 8.975, 16.318
-181.346, 6.073, 8.982, 16.351
-181.345, 5.774, 8.986, 16.384
-181.344, 5.474, 8.999, 16.417
-181.343, 5.173, 9.027, 16.450
-181.343, 4.871, 9.068, 16.483
-181.342, 4.568, 9.118, 16.516
-181.341, 4.262, 9.170, 16.549
-181.340, 3.956, 9.209, 16.582
-181.340, 3.648, 9.218, 16.615
-181.339, 3.341, 9.212, 16.648
-181.338, 3.035, 9.204, 16.681
-181.337, 2.728, 9.206, 16.714
-181.336, 2.421, 9.225, 16.747
-181.336, 2.113, 9.257, 16.780
-181.335, 1.803, 9.301, 16.813
-181.334, 1.492, 9.354, 16.846
-181.333, 1.178, 9.413, 16.879
-181.332, 0.863, 9.471, 16.912
-181.331, 0.545, 9.533, 16.945
-181.331, 0.226, 9.583, 16.978
-181.330, -0.095, 9.608, 17.011
-181.329, -0.415, 9.618, 17.044
-181.328, -0.736, 9.627, 17.077
-181.327, -1.057, 9.647, 17.110
-181.326, -1.379, 9.680, 17.143
-181.325, -1.703, 9.723, 17.176
-181.324, -2.028, 9.774, 17.209
-181.323, -2.356, 9.829, 17.242
-181.322, -2.684, 9.870, 17.275
-181.321, -3.014, 9.883, 17.308
-181.320, -3.343, 9.881, 17.341
-181.319, -3.672, 9.876, 17.374
-181.318, -4.001, 9.882, 17.407
-181.317, -4.331, 9.903, 17.440
-181.316, -4.662, 9.935, 17.473
-181.315, -4.994, 9.977, 17.506
-181.314, -5.328, 10.028, 17.539
-181.313, -5.664, 10.087, 17.572
-181.312, -6.002, 10.151, 17.605
-181.311, -6.342, 10.219, 17.638
-181.310, -6.685, 10.274, 17.671
-181.309, -7.028, 10.303, 17.704
-181.308, -7.372, 10.315, 17.737
-181.307, -7.716, 10.326, 17.770
-181.306, -8.060, 10.345, 17.803
-181.305, -8.405, 10.376, 17.836
-181.304, -8.752, 10.416, 17.869
-181.303, -9.101, 10.465, 17.902
-181.301, -9.451, 10.518, 17.935
-181.300, -9.803, 10.561, 17.968
-181.299, -10.155, 10.583, 18.001
-181.298, -10.508, 10.597, 18.034
-181.297, -10.862, 10.614, 18.067
-181.296, -11.216, 10.643, 18.100
-181.294, -11.572, 10.681, 18.133
-181.293, -11.929, 10.727, 18.166
-181.292, -12.288, 10.780, 18.199
-181.291, -12.649, 10.837, 18.232
-181.290, -13.012, 10.883, 18.265
-181.288, -13.375, 10.904, 18.298
-181.287, -13.739, 10.911, 18.331
-181.286, -14.102, 10.919, 18.364
-181.285, -14.467, 10.937, 18.397
-181.283, -14.832, 10.965, 18.430
-181.282, -15.198, 11.002, 18.463
-181.281, -15.566, 11.048, 18.496
-181.279, -15.936, 11.099, 18.529
-181.278, -16.307, 11.157, 18.562
-181.277, -16.681, 11.218, 18.595
-181.275, -17.056, 11.274, 18.628
-181.274, -17.434, 11.333, 18.661
-181.273, -17.813, 11.379, 18.694
-181.271, -18.193, 11.399, 18.727
-181.270, -18.573, 11.404, 18.760
-181.268, -18.953, 11.407, 18.793
-181.267, -19.333, 11.419, 18.826
-181.265, -19.714, 11.442, 18.859
-181.264, -20.096, 11.474, 18.892
-181.263, -20.479, 11.513, 18.925
-181.261, -20.864, 11.560, 18.958
-181.260, -21.251, 11.613, 18.991
-181.258, -21.640, 11.671, 19.024
-181.257, -22.031, 11.734, 19.057
-181.255, -22.424, 11.799, 19.090
-181.253, -22.819, 11.860, 19.123
-181.252, -23.216, 11.922, 19.156
-181.250, -23.615, 11.971, 19.189
-181.249, -24.014, 11.993, 19.222
-181.247, -24.414, 11.998, 19.255
-181.246, -24.814, 11.999, 19.288
-181.244, -25.213, 12.007, 19.321
-181.242, -25.614, 12.026, 19.354
-181.241, -26.015, 12.054, 19.387
-181.239, -26.418, 12.089, 19.420
-181.237, -26.822, 12.132, 19.453
-181.236, -27.228, 12.181, 19.486
-181.234, -27.635, 12.235, 19.519
-181.232, -28.045, 12.294, 19.552
-181.231, -28.456, 12.357, 19.585
-181.229, -28.870, 12.424, 19.618
-181.227, -29.286, 12.492, 19.651
-181.225, -29.704, 12.549, 19.684
-181.224, -30.124, 12.586, 19.717
-181.222, -30.544, 12.614, 19.750
-181.220, -30.965, 12.644, 19.783
-181.218, -31.387, 12.682, 19.816
-181.216, -31.811, 12.726, 19.849
-181.214, -32.236, 12.775, 19.882
-181.213, -32.664, 12.830, 19.915
-181.211, -33.093, 12.887, 19.948
-181.209, -33.524, 12.940, 19.981
-181.207, -33.956, 12.984, 20.014
-181.205, -34.390, 13.029, 20.047
-181.203, -34.826, 13.076, 20.080
-181.201, -35.263, 13.123, 20.113
-181.199, -35.701, 13.170, 20.146
-181.197, -36.141, 13.211, 20.179
-181.195, -36.583, 13.249, 20.212
-181.193, -37.025, 13.288, 20.245
-181.191, -37.469, 13.332, 20.278
-181.189, -37.915, 13.380, 20.311
-181.187, -38.362, 13.429, 20.344
-181.185, -38.811, 13.472, 20.377
-181.183, -39.261, 13.510, 20.410
-181.180, -39.712, 13.550, 20.443
-181.178, -40.165, 13.596, 20.476
-181.176, -40.619, 13.645, 20.509
-181.174, -41.076, 13.696, 20.542
-181.172, -41.533, 13.742, 20.575
-181.170, -41.992, 13.783, 20.608
-181.167, -42.453, 13.824, 20.641
-181.165, -42.915, 13.871, 20.674
-181.163, -43.378, 13.921, 20.707
-181.161, -43.844, 13.971, 20.740
-181.158, -44.311, 14.016, 20.773
-181.156, -44.779, 14.057, 20.806
-181.154, -45.248, 14.099, 20.839
-181.151, -45.720, 14.147, 20.872
-181.149, -46.192, 14.197, 20.905
-181.146, -46.667, 14.249, 20.938
-181.144, -47.143, 14.296, 20.971
-181.142, -47.621, 14.339, 21.004
-181.139, -48.100, 14.381, 21.037
-181.137, -48.580, 14.429, 21.070
-181.134, -49.063, 14.478, 21.103
-181.132, -49.547, 14.531, 21.136
-181.129, -50.032, 14.582, 21.169
-181.127, -50.520, 14.631, 21.202
-181.124, -51.008, 14.676, 21.235
-181.122, -51.499, 14.720, 21.268
-181.119, -51.990, 14.765, 21.301
-181.116, -52.484, 14.815, 21.334
-181.114, -52.979, 14.867, 21.367
-181.111, -53.476, 14.921, 21.400
-181.108, -53.975, 14.970, 21.433
-181.106, -54.475, 15.015, 21.466
-181.103, -54.976, 15.062, 21.499
-181.100, -55.480, 15.112, 21.532
-181.097, -55.985, 15.166, 21.565
-181.095, -56.492, 15.221, 21.598
-181.092, -57.001, 15.271, 21.631
-181.089, -57.511, 15.318, 21.664
-181.086, -58.023, 15.366, 21.697
-181.083, -58.536, 15.417, 21.730
-181.080, -59.051, 15.472, 21.763
-181.078, -59.568, 15.526, 21.796
-181.075, -60.087, 15.578, 21.829
-181.072, -60.608, 15.627, 21.862
-181.069, -61.130, 15.676, 21.895
-181.066, -61.654, 15.728, 21.928
-181.063, -62.179, 15.783, 21.961
-181.060, -62.707, 15.839, 21.994
-181.057, -63.236, 15.891, 22.027
-181.054, -63.767, 15.941, 22.060
-181.050, -64.300, 15.992, 22.093
-181.047, -64.834, 16.046, 22.126
-181.044, -65.371, 16.103, 22.159
-181.041, -65.909, 16.158, 22.192
-181.038, -66.449, 16.210, 22.225
-181.035, -66.990, 16.260, 22.258
-181.031, -67.534, 16.311, 22.291
-181.028, -68.079, 16.365, 22.324
-181.025, -68.626, 16.422, 22.357
-181.021, -69.175, 16.480, 22.390
-181.018, -69.725, 16.536, 22.423
-181.015, -70.278, 16.590, 22.456
-181.011, -70.832, 16.644, 22.489
-181.008, -71.389, 16.700, 22.522
-181.004, -71.947, 16.758, 22.555
-181.001, -72.507, 16.814, 22.588
-180.998, -73.069, 16.870, 22.621
-180.994, -73.632, 16.924, 22.654
-180.990, -74.198, 16.978, 22.687
-180.987, -74.765, 17.035, 22.720
-180.983, -75.335, 17.094, 22.753
-180.980, -75.906, 17.153, 22.786
-180.976, -76.479, 17.209, 22.819
-180.972, -77.054, 17.263, 22.852
-180.969, -77.631, 17.318, 22.885
-180.965, -78.210, 17.375, 22.918
-180.961, -78.790, 17.434, 22.951
-180.957, -79.373, 17.495, 22.984
-180.954, -79.958, 17.555, 23.017
-180.950, -80.544, 17.612, 23.050
